ObjectName,ObjectID,ObjectCategory,GtCategory,Planarity,Scatter,Linearity,MinHeight,MaxHeight,centroid_x,centroid_y,centroid_z,Volume,BiggestArea,Orientation,HueMean,SatMean,ValMean,HueStdv,SatStdv,ValStdv,HueHist0,HueHist1,HueHist2,HueHist3,HueHist4,ValHist0,ValHist1,ValHist2,ValHist3,ValHist4,SatHist0,SatHist1,SatHist2,SatHist3,SatHist4
picture_1,292,picture,35,0.31624,0.676655,0.356863,1.35302,1.92748,-0.712225,1.47638,1.88922,0.0375117,0.34632,87.4128,151.467,0.36685,0.188045,135.7,0.261449,0.158085,0.519959,0.00752737,0.024521,0.190351,0.257641,0.651574,0.220461,0.116446,0.0114051,0.000114051,0.326642,0.308736,0.185447,0.0906706,0.0885036
door_1,293,door,23,0.223371,0.772706,0.547374,-0.011972,1.98529,-0.348514,0.97694,2.41859,0.407736,1.72848,87.209,93.6593,0.558914,0.208792,131.234,0.247524,0.155125,0.741157,0.00391913,0.00375583,0.0683483,0.182819,0.536465,0.397026,0.0386584,0.0134978,0.0143529,0.0797147,0.210193,0.276088,0.247292,0.186713
picture_2,294,picture,35,0.361404,0.630193,0.264587,1.41602,1.9878,0.800553,1.59279,2.10598,0.0472314,0.371469,83.6451,96.1862,0.372126,0.24071,103.625,0.26611,0.140339,0.690555,0.0431724,0.0640705,0.119935,0.0822672,0.389011,0.49763,0.106275,0.00591264,0.00117233,0.319894,0.319843,0.172843,0.087823,0.0995973
picture_3,295,picture,35,0.450088,0.538813,0.0831755,1.29726,1.90573,1.51361,1.52947,2.21322,0.0932658,0.676088,84.4018,68.7307,0.351501,0.278035,83.1456,0.267429,0.154779,0.822449,0.0537338,0.0302195,0.0323781,0.0612198,0.327271,0.461146,0.195462,0.0126297,0.0034904,0.361119,0.309727,0.153945,0.0815192,0.0936897
door_2,296,door,23,0.30616,0.688462,0.379613,-0.00946659,1.95346,2.67949,0.952739,2.46866,0.759055,2.18729,87.3414,66.4441,0.578802,0.135006,98.6925,0.333976,0.139284,0.835174,0.0290436,0.00626178,0.0352686,0.0942521,0.777056,0.143867,0.0762893,0.00278097,6.139e-06,0.199591,0.114529,0.162272,0.20783,0.315778
door_3,297,door,23,0.279404,0.711663,0.427793,-0.00335896,2.01405,3.70724,0.95488,2.62543,0.546304,2.04313,87.705,87.0028,0.480084,0.135986,107.512,0.343942,0.155426,0.762777,0.0373238,0.0141537,0.069488,0.116258,0.7388,0.149769,0.105442,0.00598869,0,0.295274,0.162487,0.16168,0.153456,0.227104
picture_4,298,picture,35,0.413795,0.522912,0.0774699,1.30789,1.90428,4.10943,1.57106,2.14716,0.140184,0.355292,89.2578,93.5854,0.406717,0.211632,100.613,0.33714,0.189828,0.729363,0.0346306,0.0115882,0.160247,0.0641704,0.529998,0.293679,0.144417,0.0319066,0,0.368656,0.243106,0.117512,0.0779244,0.192801
plant_0,299,plant,10,0.0173966,0.943771,0.906959,0.000138938,1.66706,3.99149,0.886694,1.79649,0.523887,0.959287,86.6105,58.8662,0.553071,0.150635,72.9134,0.268617,0.111168,0.893295,0.0316708,0.00397145,0.0224579,0.048605,0.716354,0.252379,0.031066,0.000181437,2.01597e-05,0.0973309,0.233691,0.256129,0.203814,0.209036
door_4,300,door,23,0.46012,0.536924,0.0753264,-0.0449765,1.95082,2.78167,0.91385,1.40698,0.53052,2.70521,88.5398,113.877,0.355949,0.220818,114.389,0.3537,0.262774,0.574773,0.0455145,0.125597,0.154717,0.0993978,0.627457,0.152268,0.101605,0.0732678,0.0454019,0.49191,0.142132,0.0899841,0.103834,0.172141
door_5,301,door,23,0.405269,0.592959,0.186803,0.166367,1.71803,0.895531,0.964704,1.14545,0.323269,1.68807,88.4266,93.276,0.583534,0.0513555,123.356,0.374153,0.0896862,0.737515,0.0148996,0.0108974,0.0740801,0.162608,0.927712,0.0617746,0.0087896,0.000622952,0.00110083,0.23999,0.0808472,0.127313,0.190512,0.361338
wall_0,302,wall,13,0.353547,0.644981,0.290698,9.58443e-05,2.04621,-0.703741,0.970658,1.71668,0.671678,3.4785,88.4087,101.367,0.175081,0.38373,115.516,0.22914,0.17119,0.709304,0.0276938,0.0246997,0.103636,0.134667,0.170993,0.305777,0.474297,0.0484197,0.000513864,0.777147,0.0983741,0.0417052,0.0395401,0.0432331
wall_1,303,wall,13,0.128208,0.871019,0.742425,-0.00915921,2.48323,1.99023,0.998705,2.34717,2.14063,10.3685,86.6577,88.9308,0.334377,0.293833,101.059,0.304056,0.211325,0.730449,0.0452542,0.0443893,0.095209,0.0846985,0.373701,0.304443,0.240205,0.0665496,0.0151009,0.471786,0.225393,0.0944641,0.084464,0.123893
wall_2,304,wall,13,0.236291,0.762276,0.525269,-0.0476044,2.39063,2.93394,0.95706,1.447,1.32477,7.73353,88.7621,91.169,0.279807,0.279681,92.8107,0.279696,0.21653,0.684116,0.0848593,0.0791758,0.0940912,0.0577574,0.386164,0.386131,0.146409,0.053672,0.0276235,0.530587,0.240508,0.0841142,0.0574079,0.0873825
wall_3,305,wall,13,0.174034,0.816127,0.637173,1.81794e-05,2.42446,4.12743,1.10832,2.17788,1.21971,2.78238,88.4864,78.9078,0.201044,0.373236,82.8553,0.219525,0.174099,0.797288,0.0619815,0.0165852,0.07122,0.0529252,0.1654,0.379115,0.351993,0.103465,2.64376e-05,0.692736,0.189596,0.0452142,0.0285233,0.0439305
wall_4,306,wall,13,0.429244,0.56799,0.137362,0.616282,1.35503,0.344988,0.985154,0.861017,0.0450093,0.532778,89.9287,111.732,0.0939144,0.466881,106.389,0.172519,0.129897,0.622173,0.04851,0.0614752,0.185064,0.0827782,0.0706905,0.132645,0.740136,0.0565285,0,0.907927,0.0276459,0.0238162,0.0219013,0.0187099
wall_5,307,wall,13,0.122522,0.863834,0.73449,0.00022316,2.07752,0.152152,0.918615,2.21655,0.22893,1.10192,89.5265,165.688,0.198958,0.524463,123.77,0.207195,0.236154,0.390897,0.00880287,0.0910601,0.327499,0.181741,0.135585,0.172079,0.223861,0.367345,0.101131,0.714257,0.145058,0.0684117,0.0438394,0.0284344
floor_0,308,floor,14,0.130008,0.868911,0.738363,-0.164968,-0.000667572,2.95908,-0.067565,2.04096,3.26482,15.421,1.81391,110.126,0.495674,0.0417094,87.2814,0.323506,0.0483383,0.443735,0.254815,0.0949583,0.16983,0.0366613,0.977598,0.0220314,0.000370898,0,0,0.214388,0.219292,0.204711,0.150131,0.211478
ceiling_0,309,ceiling,53,0.298063,0.691489,0.388202,2.32501,2.53317,3.55282,2.43415,2.02756,0.515093,2.1141,1.94098,83.7026,0.109232,0.573098,66.5037,0.078912,0.141873,0.612166,0.210833,0.129758,0.0259001,0.0213434,8.59753e-05,0.0309726,0.639785,0.246577,0.0825793,0.85425,0.145083,0.000580333,4.29876e-05,4.29876e-05
trash_bin_0,311,trash_bin,89,0.184229,0.437879,0.0647036,0.0640076,0.509828,-1.31637,0.389291,2.75283,0.105319,0.244808,80.3191,223.135,0.608606,0.248779,31.9204,0.261809,0.187171,0.0169607,0.00416252,0.073248,0.904324,0.00130467,0.435388,0.365122,0.162587,0.0257828,0.0111208,0.0870403,0.157555,0.17582,0.308772,0.270813
curtain_0,312,curtain,21,0.277996,0.716058,0.43509,0.04257,2.51029,-1.11995,1.42883,2.93137,1.33397,3.88895,85.2323,152.458,0.19142,0.621899,98.0247,0.205942,0.295367,0.330207,0.0838326,0.139326,0.399427,0.047207,0.0669604,0.236925,0.195639,0.149819,0.350656,0.658088,0.15493,0.136722,0.0392467,0.0110132
plant_0,313,plant,10,0.188627,0.469848,0.110458,0.780006,1.31424,-0.619418,1.04194,2.81319,0.113814,0.34121,89.1379,138.849,0.394313,0.412519,60.7,0.229986,0.27916,0.146968,0.359481,0.405996,0.0817953,0.00576063,0.255331,0.344692,0.181961,0.0762066,0.141809,0.21429,0.326522,0.276453,0.129457,0.0532787
fruit_shelves_0,314,fruit_shelves,90,0.254937,0.539998,0.182528,0.0412,0.784982,-0.644077,0.633031,2.80581,0.152218,0.434903,83.576,166.202,0.410218,0.403214,113.069,0.276066,0.307693,0.357318,0.0213592,0.0935635,0.408163,0.119597,0.334088,0.277418,0.139482,0.0779576,0.171054,0.268536,0.274218,0.208163,0.13488,0.114204
stool_0,315,stool,59,0.410476,0.544352,0.11129,0.229063,0.492084,-1.05813,0.452413,1.80907,0.0400858,0.151513,5.49733,138.942,0.181733,0.511637,58.7483,0.128215,0.147235,0.209687,0.277094,0.460343,0.051665,0.0012109,0.0102926,0.236932,0.463572,0.260343,0.0288597,0.676085,0.252674,0.0649849,0.00625631,0
chair_0,316,chair,39,0.236524,0.705177,0.439503,0.494291,0.803066,-0.91175,0.701827,1.56276,0.0193996,0.130247,74.4381,195.846,0.178947,0.464281,98.364,0.123689,0.19039,0.223486,0.0111082,0.0454906,0.642423,0.0774927,0.0526316,0.371066,0.343824,0.177466,0.0550119,0.624702,0.354404,0.00740545,0.0026448,0.0108437
chair_1,317,chair,39,0.0572506,0.860522,0.762157,0.513652,0.810131,-0.468705,0.723518,1.75488,0.0238837,0.136715,82.097,204.692,0.198338,0.446953,103.96,0.157092,0.227623,0.213785,0.0189827,0.0683745,0.516403,0.182455,0.13509,0.33192,0.310726,0.133616,0.0886473,0.593623,0.334132,0.0423885,0.0169554,0.0129008
chair_2,318,chair,39,0.125461,0.745307,0.55523,0.488067,0.774999,-0.516623,0.680813,0.752882,0.0307686,0.137756,56.1699,190.553,0.281185,0.277088,147.857,0.242499,0.258019,0.400944,0.0109239,0.0162007,0.141178,0.430754,0.537678,0.179411,0.135438,0.0965562,0.0509165,0.467876,0.310035,0.117108,0.0478615,0.0571191
chair_3,319,chair,39,0.0769944,0.847629,0.732947,0.522942,0.758601,-0.024681,0.666591,0.97314,0.0220713,0.123121,63.374,190.123,0.243654,0.369217,121.515,0.208803,0.20542,0.321668,0.00536913,0.0244487,0.452061,0.196453,0.228092,0.343049,0.301534,0.0985618,0.0287632,0.614286,0.207191,0.0974113,0.0450623,0.0360499
napkin_holder_0,320,napkin_holder,91,0.117769,0.68973,0.47571,0.708049,0.810899,-0.0834115,0.748509,1.44585,0.00230843,0.0243387,83.6335,91.0599,0.305705,0.270209,109.581,0.219885,0.208792,0.751247,0.0472231,0.0179581,0.0438976,0.139674,0.466911,0.294313,0.160625,0.0568673,0.0212837,0.388094,0.366146,0.141004,0.0588627,0.0458929
fruit_bowl_0,321,fruit_bowl,92,0.175852,0.504522,0.168857,0.719442,0.92961,-0.419122,0.835765,1.31097,0.0296491,0.120789,27.417,86.6239,0.517254,0.325634,104.79,0.303892,0.229237,0.719781,0.084153,0.0187978,0.0791985,0.0980692,0.355046,0.343752,0.151621,0.108197,0.0413843,0.20561,0.198689,0.177268,0.178361,0.240073
avocado_0,322,avocado,93,0.254167,0.627215,0.313739,0.72001,0.76274,-0.196557,0.739463,1.226,0.000670576,0.0151777,1.77045,103.121,0.316236,0.27391,122.146,0.232349,0.182368,0.737544,0.0105263,0.000701754,0.0785965,0.172632,0.327719,0.560702,0.045614,0.0378947,0.0280702,0.38807,0.323509,0.179649,0.0596491,0.0491228
table_0,323,table,41,0.354072,0.644378,0.289532,0.5964,0.743954,-0.400434,0.70103,1.2697,0.144088,1.19807,2.57337,208.039,0.105895,0.66622,121.228,0.101787,0.211569,0.278966,0.004408,0.0117621,0.413142,0.291722,0.0343067,0.0726281,0.263693,0.295863,0.333509,0.89029,0.0886869,0.0136915,0.004408,0.00292382
cabinet_0,324,cabinet,36,0.0125291,0.834111,0.744902,-0.00379628,2.24967,-0.0844383,1.11743,2.78169,1.61349,1.96617,88.631,61.3958,0.46017,0.450053,83.6545,0.301861,0.219294,0.865966,0.00982352,0.0136343,0.0598711,0.050705,0.138657,0.299008,0.315512,0.188833,0.0579898,0.230137,0.272322,0.193071,0.106295,0.198175
upper_cabinet_0,325,upper_cabinet,27,0.306299,0.678237,0.364206,1.28117,2.27976,0.630117,1.61875,3.24076,0.548486,1.28964,83.8902,126.887,0.309806,0.623625,100.698,0.227178,0.210524,0.512508,0.0231097,0.124983,0.29927,0.0401294,0.0181588,0.136108,0.318384,0.314984,0.212366,0.390197,0.275821,0.223506,0.0722351,0.0382401
bottle_0,326,bottle,12,0.0824228,0.402842,0.063051,0.915129,1.04734,1.43483,0.964138,3.75312,0.00426777,0.0281615,74.4195,96.6437,0.217998,0.574225,96.8194,0.201888,0.272923,0.62844,0.17038,0.0327654,0.0792923,0.0891219,0.100917,0.225426,0.176933,0.230013,0.26671,0.629751,0.231324,0.0648755,0.0478375,0.0262123
faucet_0,327,faucet,0,0.0807228,0.544319,0.276117,0.915009,1.09847,1.1101,0.972974,3.66731,0.00727025,0.0514794,87.4058,169.834,0.260227,0.48401,114.017,0.213803,0.26978,0.35544,0.0260805,0.0663189,0.432191,0.11997,0.198957,0.210134,0.271982,0.157973,0.160954,0.488077,0.326379,0.105067,0.0439642,0.0365127
sink_0,328,sink,3,0.335844,0.655062,0.314671,0.750123,0.928428,1.16534,0.886665,3.463,0.187713,1.04806,2.39777,142.427,0.290968,0.297586,127.564,0.237108,0.250894,0.530029,0.0304112,0.0183196,0.24278,0.178461,0.47314,0.266744,0.135011,0.05525,0.0698547,0.455913,0.313763,0.117784,0.0560877,0.0564519
hot_plate_0,329,hot_plate,94,0.130109,0.78306,0.609536,0.840425,1.18249,0.423619,1.0461,3.45552,0.0546668,0.213975,87.7643,199.886,0.341109,0.178102,104.515,0.244293,0.135121,0.228621,0.0349989,0.0698454,0.507241,0.159294,0.659919,0.284168,0.0334746,0.0153959,0.00704247,0.337581,0.348434,0.172922,0.0746014,0.0664614
coffe_maker_0,330,coffe_maker,95,0.130168,0.684174,0.461177,0.855224,1.15193,0.142972,0.995209,3.23414,0.00920442,0.0612194,89.2506,216.467,0.44672,0.217317,71.4445,0.268478,0.178811,0.101923,0.0152884,0.0729673,0.741256,0.0685661,0.533241,0.353486,0.0743572,0.0206162,0.0182997,0.185546,0.317813,0.236275,0.128562,0.131804
paper_roll_0,331,paper_roll,7,0.090321,0.834323,0.706324,0.870031,1.15671,0.201279,0.98634,2.90051,0.00670397,0.0440923,89.3176,152.981,0.188356,0.731501,114.974,0.224256,0.301722,0.418378,0.0307018,0.151262,0.262516,0.137142,0.0879332,0.101519,0.113179,0.149551,0.547818,0.666988,0.207638,0.0599059,0.0258879,0.0395807
bottle_1,332,bottle,12,0.184993,0.469681,0.112025,0.855007,1.04328,0.456233,0.944998,3.27433,0.0122576,0.0545891,68.8367,105.859,0.308942,0.518428,95.4534,0.238273,0.252464,0.618571,0.0741558,0.0781818,0.18039,0.0487013,0.116623,0.241558,0.264026,0.212338,0.165455,0.41013,0.301818,0.16039,0.0761039,0.0515584
bottle_2,333,bottle,12,0.160205,0.495364,0.162944,0.855137,0.994815,1.71155,0.924887,2.96386,0.0033677,0.0231963,85.1145,163.144,0.183873,0.490768,130.68,0.188633,0.2362,0.443666,0.0262697,0.0315236,0.274372,0.224168,0.167542,0.140689,0.373614,0.228255,0.0899008,0.718039,0.192644,0.0402802,0.020432,0.0286048
bottle_3,334,bottle,12,0.145355,0.45134,0.104332,0.810316,1.01555,1.67341,0.921957,2.70121,0.00858056,0.0449725,88.3351,78.0595,0.28352,0.595163,66.4225,0.201676,0.281122,0.713635,0.117885,0.115355,0.0336453,0.0194789,0.118391,0.167468,0.197571,0.223881,0.292689,0.41361,0.362509,0.151783,0.0414875,0.0306097
bottle_4,335,bottle,12,0.202779,0.716993,0.474099,0.834379,0.985242,1.83885,0.908699,2.57197,0.000919661,0.0143312,87.5634,69.2007,0.26609,0.402869,80.5318,0.172866,0.197913,0.849427,0.0343699,0.00818331,0.0556465,0.0523732,0.171849,0.340426,0.353519,0.096563,0.0376432,0.399345,0.456628,0.106383,0.0180033,0.0196399
cloth_0,336,cloth,33,0.110055,0.868149,0.747196,0.885013,0.933031,1.31745,0.902956,3.07804,0.00343343,0.058464,9.27661,106.002,0.174959,0.75774,123.761,0.205366,0.282355,0.698847,0.0244957,0.0162104,0.0799712,0.180476,0.0785303,0.0612392,0.108069,0.164625,0.587536,0.708934,0.199207,0.0403458,0.0165706,0.0349424
pot_0,337,pot,32,0.112716,0.666074,0.442753,0.84002,0.996037,1.54375,0.892533,2.205,0.0143338,0.08247,50.3781,185.823,0.251008,0.399225,106.376,0.181221,0.23817,0.289668,0.0158948,0.045766,0.531927,0.116744,0.18416,0.439024,0.187175,0.101398,0.0882434,0.464237,0.375993,0.108797,0.0326117,0.0183612
stove_0,338,stove,31,0.120632,0.875611,0.753101,0.816534,0.867066,1.55925,0.841096,2.12038,0.0109546,0.290595,1.62656,177.842,0.273007,0.280773,101.984,0.190883,0.135156,0.30744,0.030154,0.0596526,0.525402,0.0773517,0.279908,0.587021,0.104884,0.0186824,0.00950508,0.431662,0.358571,0.140282,0.050803,0.0186824
bottle_5,339,bottle,12,0.0274054,0.748121,0.608478,0.812211,1.11625,2.11073,0.957416,1.76951,0.0105625,0.0602101,85.8496,82.9873,0.240786,0.596745,102.261,0.150904,0.243251,0.810956,0.00703739,0.00593349,0.0736857,0.102387,0.0765834,0.162274,0.231958,0.308128,0.221057,0.429005,0.436456,0.114806,0.0155927,0.00413964
bottle_6,340,bottle,12,0.174009,0.700761,0.464137,0.787808,0.966253,2.29652,0.854442,1.34329,0.00306599,0.0287539,76.4486,73.6309,0.348057,0.627134,40.0773,0.176721,0.19854,0.74931,0.210672,0.0105796,0.0197792,0.00965961,0.0524379,0.0823367,0.221251,0.469641,0.174333,0.183533,0.49678,0.25713,0.0326587,0.0298988
bottle_7,341,bottle,12,0.0556981,0.854738,0.754258,0.787703,1.12427,2.32868,0.9661,1.26041,0.00963308,0.058618,84.1246,57.5067,0.314504,0.516504,72.0406,0.175524,0.179454,0.899711,0.0203604,0.00894208,0.0261384,0.044848,0.0518641,0.212134,0.398954,0.289448,0.0475994,0.25822,0.490852,0.190535,0.0382446,0.0221489
bottle_8,342,bottle,12,0.0243977,0.873531,0.798097,0.803741,1.11158,2.15063,0.957532,1.09468,0.00469643,0.0453214,88.1103,49.3536,0.389241,0.522032,50.6644,0.265305,0.265164,0.930769,0.0356275,0.00161943,0.00850202,0.0234818,0.178947,0.186235,0.169231,0.297571,0.168016,0.27247,0.381781,0.0923077,0.1417,0.111741
jam_0,343,jam,96,0.231576,0.647138,0.354919,0.787578,1.09624,2.38588,0.946001,0.886406,0.050494,0.230846,89.2471,80.0526,0.196567,0.729365,93.2555,0.269854,0.334648,0.764845,0.0505415,0.0354164,0.0834682,0.0657289,0.135255,0.0994647,0.0842151,0.0748786,0.606187,0.700485,0.110668,0.0708951,0.0585087,0.0594423
bottle_9,344,bottle,12,0.312115,0.554417,0.175568,0.79518,0.965753,1.91398,0.88012,1.47519,0.00466777,0.0313801,89.1391,174.513,0.112064,0.764908,95.7837,0.149863,0.263867,0.280135,0.0529986,0.179717,0.410241,0.0769078,0.0597729,0.0753138,0.0908548,0.191871,0.582188,0.84997,0.0988245,0.0318789,0.00856744,0.0107591
dish_washer_0,345,dish_washer,97,0.417286,0.576796,0.15655,0.0075357,0.788733,0.541352,0.496126,3.02662,0.236636,0.643771,86.8062,75.8665,0.506423,0.336544,95.1406,0.294718,0.214331,0.766633,0.0159654,0.0269556,0.152275,0.0381707,0.32216,0.164952,0.440158,0.0710009,0.00172864,0.0943587,0.404517,0.158768,0.101779,0.240577
cabinet_1,346,cabinet,36,0.170732,0.714145,0.485852,0.0112448,0.805922,1.0702,0.486195,3.13443,0.204441,0.444802,85.9937,166.288,0.461475,0.334872,95.3198,0.2292,0.176827,0.299265,0.0136625,0.205609,0.439597,0.0418664,0.270725,0.31125,0.372052,0.0459572,1.59795e-05,0.141994,0.263583,0.364318,0.151662,0.0784436
oven_0,347,oven,98,0.46915,0.525419,0.053553,0.00821662,0.77975,1.32377,0.469244,2.6081,0.141181,0.711625,85.8882,74.1382,0.53346,0.199267,86.8335,0.245626,0.121134,0.79474,0.0186735,0.0258392,0.128998,0.03175,0.393482,0.59752,0.00883319,0.000165106,0,0.0909571,0.18302,0.373355,0.208959,0.143709
cabinet_2,348,cabinet,36,0.18517,0.810536,0.62322,0.00158477,0.80996,1.66094,0.520132,1.60132,0.338636,1.25122,88.2328,112.461,0.44411,0.241675,93.2862,0.221391,0.144462,0.591295,0.0332399,0.140938,0.209898,0.0246294,0.387372,0.489915,0.113533,0.00648194,0.00269799,0.145894,0.281837,0.366932,0.143303,0.0620345
cabinet_3,349,cabinet,36,0.273993,0.712142,0.431216,0.00161541,0.758034,1.76802,0.500633,0.97721,0.0402568,0.322156,88.5315,151.024,0.415498,0.375234,90.2896,0.189804,0.171409,0.365153,0.0276467,0.282066,0.304172,0.0209622,0.179395,0.375531,0.330265,0.113606,0.00120203,0.148641,0.318977,0.375854,0.135214,0.021314
cabinet_4,350,cabinet,36,0.457832,0.540789,0.0822678,0.166049,0.931552,1.27761,0.653344,0.796386,0.129449,0.894247,88.7261,44.5089,0.505924,0.43335,55.813,0.200523,0.172111,0.948738,0.00215511,0.00511281,0.0213281,0.0226658,0.070316,0.388514,0.374067,0.140795,0.0263072,0.0561071,0.275185,0.352858,0.244003,0.0718469
microwave_0,351,microwave,26,0.242192,0.743132,0.493602,0.918765,1.2675,1.23445,1.09164,0.780982,0.0276467,0.236357,88.7037,158.988,0.382942,0.347089,115.936,0.296594,0.286038,0.412511,0.0142719,0.0414961,0.423928,0.107793,0.421963,0.178183,0.216582,0.0916092,0.0916631,0.353511,0.255924,0.158364,0.0999838,0.132217
cabinet_5,352,upper_cabinet,36,0.244139,0.753756,0.508564,1.26563,1.79888,1.30245,1.41748,0.784349,0.0584074,0.373698,87.6034,167.617,0.32514,0.630539,91.4627,0.210302,0.250609,0.294777,0.0250935,0.131302,0.514161,0.0346664,0.0979098,0.0680016,0.214371,0.368953,0.250765,0.343633,0.307947,0.252577,0.0631018,0.0327405
refrigerator_0,353,refrigerator,25,0.199539,0.799913,0.6001,0.196111,1.69613,0.744022,0.929941,0.579343,0.0961041,0.921769,88.7949,67.9556,0.442204,0.508686,89.6055,0.270412,0.196917,0.842011,0.00445561,0.014861,0.0820192,0.0566537,0.0287859,0.292702,0.36346,0.238631,0.0764204,0.236318,0.235391,0.236579,0.1651,0.126611
cabinet_6,354,cabinet,36,0.0646782,0.934809,0.869874,0.103377,1.80696,0.382551,0.914608,0.337236,0.0532148,0.701446,88.4451,37.0677,0.540711,0.462505,41.5815,0.205183,0.156621,0.975299,8.557e-05,0.000541944,0.0114379,0.0126358,0.0723923,0.249722,0.510653,0.156251,0.0109815,0.0658034,0.164466,0.392567,0.268148,0.109016
door_0,355,door,23,0.130022,0.868858,0.738276,2.70605e-05,1.96356,-0.0174181,1.01747,-0.334522,0.329528,1.54432,88.9095,58.9433,0.642401,0.272339,101.185,0.22505,0.128832,0.864358,0.000284926,0.00104176,0.0407355,0.0935803,0.295708,0.585718,0.0988603,0.0113614,0.00835188,0.0304336,0.147698,0.205903,0.32632,0.289645
upper_cabinet_1,356,upper_cabinet,27,0.303309,0.595796,0.24204,1.24783,2.24969,1.4207,1.61684,2.9987,0.751787,1.27641,82.9499,125.647,0.210675,0.537538,118.12,0.164624,0.20418,0.576835,0.0301892,0.052809,0.207553,0.132614,0.0267714,0.204658,0.505463,0.128863,0.134244,0.589249,0.294798,0.075157,0.0341573,0.00663849
smoke_extractor_0,357,smoke_extractor,28,0.174958,0.442783,0.076695,1.42343,2.22116,1.89646,1.59747,2.07436,0.950731,1.22808,63.7317,241.296,0.134229,0.55348,75.722,0.103002,0.236762,0.0689684,0.0175104,0.105273,0.561786,0.246462,0.0637279,0.212988,0.324522,0.235212,0.16355,0.784108,0.197719,0.0163108,0.00155742,0.00030517
upper_cabinet_2,358,upper_cabinet,27,0.228432,0.622438,0.319441,1.23751,2.20403,2.07653,1.5028,1.19935,1.00404,1.47242,84.9757,114.554,0.224667,0.528759,100.742,0.151857,0.206957,0.584988,0.0384516,0.0938614,0.231863,0.0508365,0.0147663,0.286984,0.428337,0.131024,0.138888,0.501494,0.369492,0.110653,0.0147436,0.00361764
cooking_utensils_0,359,cooking_utensils,29,0.161586,0.812266,0.637606,0.958038,1.40289,1.99222,1.17627,2.23967,0.0894113,0.331294,85.5576,184.584,0.180494,0.417649,124.745,0.155364,0.268837,0.355821,0.0206637,0.0449313,0.332097,0.246487,0.195567,0.43412,0.142702,0.0877625,0.13985,0.678792,0.248068,0.0473684,0.0135079,0.0122634
counter_0,360,counter,38,0.0776516,0.92152,0.843454,0.754134,0.912723,1.64331,0.833341,2.12123,0.497998,4.00405,3.1813,130.837,0.364488,0.21818,117.634,0.258874,0.208624,0.546335,0.0376047,0.0489636,0.246284,0.120812,0.627528,0.204901,0.097236,0.0453164,0.0250182,0.331983,0.301064,0.183101,0.102886,0.0809664
counter_1,361,counter,38,0.19278,0.797949,0.600533,0.787502,0.885801,0.58532,0.838762,3.05518,0.119976,0.886737,3.41151,126.87,0.431574,0.171021,114.759,0.297548,0.182248,0.530533,0.0691422,0.0603859,0.230939,0.109,0.727323,0.15797,0.0722556,0.0293822,0.0130696,0.278515,0.258473,0.180152,0.133647,0.149214
picture_0,362,picture,35,0.155642,0.827579,0.663548,1.45253,1.82575,-0.953293,1.56784,1.06909,0.0269037,0.235408,86.6265,92.5441,0.235478,0.521711,104.564,0.213394,0.155555,0.735866,0.0113508,0.0224096,0.15256,0.0778131,0.00934341,0.22468,0.468849,0.261579,0.0355487,0.570751,0.231359,0.109968,0.0679952,0.0199277
wall_0,363,wall,13,0.0832497,0.912986,0.827854,0.670246,2.1868,2.04132,1.18127,2.24957,1.02583,4.82398,89.8465,154.19,0.171495,0.511669,123.164,0.154964,0.291276,0.463302,0.0233479,0.0467047,0.300701,0.165944,0.148715,0.292532,0.193308,0.140892,0.224553,0.692736,0.237638,0.0456739,0.0132514,0.0107012
wall_1,364,wall,13,0.261521,0.72024,0.4496,0.658502,1.31157,2.42803,1.10386,0.547326,0.150366,0.710539,88.4014,80.4407,0.0871005,0.907016,95.9471,0.155102,0.207106,0.746331,0.0547004,0.0406673,0.0942221,0.0640796,0.0404525,0.0116704,0.0221952,0.0586382,0.867044,0.862104,0.092289,0.0236987,0.0104532,0.0114556
wall_2,365,wall,13,0.196818,0.802747,0.605712,0.000267982,2.22341,-0.934501,1.13985,0.940103,1.21331,6.62322,88.7797,165.532,0.172395,0.629212,117.872,0.155782,0.200597,0.3664,0.0061489,0.233512,0.23961,0.154329,0.0240441,0.118687,0.280519,0.35975,0.216999,0.680709,0.221294,0.0783564,0.0146524,0.00498823
wall_3,366,wall,13,0.0825517,0.910414,0.824345,0.776085,1.43623,0.800808,1.1703,3.68785,0.269859,1.4111,89.4523,98.8001,0.202277,0.635153,116.111,0.231878,0.320501,0.706756,0.023268,0.0219191,0.122848,0.125209,0.136109,0.136876,0.196395,0.118498,0.412121,0.667091,0.166712,0.0731002,0.0609773,0.0321199
floor_0,367,floor,14,0.170583,0.82869,0.657743,-0.117194,0.0471439,0.963038,-0.00606277,2.14078,2.24451,12.7704,1.14569,157.973,0.520836,0.1569,92.8942,0.273777,0.102812,0.296977,0.0515732,0.320363,0.292076,0.0390105,0.68737,0.287347,0.0251685,0.000100617,1.43738e-05,0.165256,0.198042,0.221903,0.247445,0.167354
cushion_0,369,cushion,19,0.371469,0.579293,0.183205,0.33062,0.685427,0.66766,0.537241,1.48019,0.0617986,0.320693,26.4447,213.781,0.249712,0.272891,75.7279,0.24207,0.177601,0.104419,0.0200962,0.187924,0.604614,0.0829479,0.379395,0.364573,0.223733,0.0322245,7.42928e-05,0.633848,0.199588,0.054791,0.0501662,0.0616073
